formula,spacegroup
CrCoGe,191
LiLa4MnO8,139
NaLiS,127
Ba5Ru2Cl2O9,61
LiFePCO7,0
Ho12(MnC3)5,186
K3BiO3,211
Tm2Ga3Ni,7
LiCu3F10,50
Ca4MgAl2Si3O14,0
K3NaOs2O9,191
CdI2,154
CaZn,62
MnPO4,150
MgB4Os3,62
Al2(MoO4)3,59
TbHo3,215
Li4FeCu3O8,164
Er20Cu6(Pb3S14)3,0
Na5Nb2Al2Si3(PO8)3,0
GdCuGe,191
Dy(VFe5)2,70
LaCuGe,184
NaPH4O5,1
RbTa7(CuO7)3,37
Li7(SbS)2,61
MnHO2,3
SrPrInO4,18
LaCo4B,188
DyGePd2,61
LiFe2F5,14
MgAg4Te8(MoO12)2,0
CrNi3Sb4,162
MnZnN2,120
Hf5Ir3,175
Li6FeNi9O20,1
Ba4Tm6O13,44
VOF2,1
NaLiTi3O7,63
Li6Co2C4SO16,200
Li4Zn(PS4)2,3
Li2CuSiO4,13
K2PH4Se3O2,63
TmTl3,215
Dy2CuTe2(SO7)2,1
Ti16CuS32,158
BaLaCl5,61
K2RhF6,162
Sm2MoO6,14
Ce2Re3Si5,126
BaSrGdNbO6,1
Ge(PbS2)2,120
Ta2Se17Br12,1
Cr2OF2,69
Li3MnV(PO4)3,0
Zr3Zn3C,221
Na5Hf4Si3(PO8)3,0
Li9Cr12Fe7O48,0
Ho13Zn58,191
Hf2N2O,0
LiCo(PO3)4,0
Li4Nb5V3O16,7
TbGeRh,61
Na6Si2Se7,14
Na3Ga2Ge2P5SO24,0
Li4CoNi5O12,11
Er(SiNi5)2,127
C,164
RbW3Br7,14
Sr3Ac,191
Be3Co,137
InSb2S4Cl,11
MnFeCo(PO4)3,5
Sr(Cu2Sn)2,138
GdAs2Au,63
Li2CrPCO7,3
Li4CoRuO6,4
H8PtO6,0
Li(BiO2)3,196
Nb4CoSe8,191
Na2FeO2,13
Lu(FeSi)2,137
Ca(CuO)2,139
CuHCO4,173
KP2(HO2)3,13
BaSr2I6,59
Ti4C3N,164
V3Cu2Te(PO4)6,144
FeOF,5
K2MgFe4P6(O4F3)4,1
CuO,129
Li2Mn2P3(HO4)3,13
NaSnO,127
Sm2PbSe4,120
Nd2CdIn,219
Be4AlFe,210
Na5Y(WO4)4,87
Tl2CO3,11
K2CuBiBr6,219
Li2CrFeO4,1
Mg2Ti3VS8,164
Mg2Cu3Ge,37
La2Ge5Ir3,71
Eu8Mn3Nb5O28,4
ZnH14C2(N2Cl)4,13
NdYIn2,219
CeY3,137
LiCr(PO3)4,59
Zr3Se4,64
Al2CrCl8,28
Rb2W2O7,13
Li3V2(O2F)2,10
Ti5S8,7
Rb2MnI4,10
Li7Pb2,162
CsCuO,62
Li8CaSn7,62
Cs(CoSe)2,137
Er10Ga5Co,41
Sr2Cu3(ClO2)2,137
Mn2Si4O11,1
ReSbOF9,13
K2Mg2O3,94
Sr3UIn2O9,13
Sr4Ca4Co7CuO20,0
Mn6O7F5,7
K2ZrFe(PO4)3,3
Pr(NiSb)2,127
Na2SrV2CoO8,13
PmGdCu2,219
HfNi3,191
V3Zn2FeO11,1
NdSbPd,191
Li4V3OF11,0
LuNiSn,61
Xe,191
RbFeF4,127
Gd3GaNiSe7,170
Th(TeI)2,11
Ca(SiPd)2,137
Na(MoSe)3,173
CaTbHg2,219
UCoB4,54
Ta2MoW,219
Sm3SiAgS7,170
NaNb2PO8,3
CuClF10,13
InSnBr3,159
KNb2O5,6
Li6Mn3Sn(PO4)6,0
LaSi2Rh3,73
Li4V3P8O29,0
Rb2TaF7,58
Pr3Pd4,146
BH,14
LaGaNi,13
SrBiIO2,62
FeMo3PtN,195
NdRh2,221
FeSb6Pd,11
Ca4P2O,137
Pr2Al2Ge,62
CoBi2SO7,60
BaTaS3,191
CaCeHg2,219
SrNdCoO4,105
SmNiGe2,62
YMoN3,14
Cs2I4O11,170
Li2MnF4,13
UBr4,11
Ti7Al2O15,11
DyNbO4,139
Nb6TlS8,171
SrNiO3,64
Na4Sb2C4SO16,69
Tl4HgI6,126
Li2Al2SiO6,20
Mg14CdSn,184
BaErFe4O7,81
Y3(SiNi3)2,223
B3Ru7,183
Ca(BH4)2,80
RbNdSe2,164
Li3V(PO4)2,13
Ca5Zr4Ti(GeO5)5,1
Mn4O7F,6
Ca3(RuN2)2,14
NaLi2MnPCO7,0
Sm3Si3Ni,43
TmRu2,191
NdUTe6,37
LiVPO5,18
RbAlF4,138
Y2Ge2O7,94
Na2PHO4,13
ZrSiGe(SO6)2,0
SrSm2BeO5,32
Na2CaMnAl2P2H2(O5F2)2,1
Ba2EuNbO6,86
Li4V5Cr2O12,3
Mn6OF11,2
Dy,191
ThBr4,87
SbHSF10,13
TmFeGe2,62
Sr2YbUO6,219
Zr5CuBi3,190
Bi2PO6,67
VNi3Sb2(PO4)6,144
Li9Mn2Co5O16,0
CaTiV(PO4)3,159
SrCaMgSi2O7,3
CaWO4,14
Tb3Co2Si3,62
Sr2HgGe,219
LiTaRh2,219
Na21Ca4Ta8Si15(PO24)3,0
Li2NiH8(CO5)2,13
TiCrCuS4,10
Sr3CaMn2FeO10,105
Ho7Ru2C11,62
Sr3BCNCl2,61
Na3PrTi2Nb2O12,25
BaRu2Xe5F22,68
K4Cu4Cl10O,14
GdPtF7,13
Li3Mn2(PO3)7,1
KVP2O7,13
Li2Ti2V3O10,1
BaCaNiF7,13
Tm(MnSn)6,188
SrLaFeCoO6,210
ZnAu3,140
Tb6Al39Cr8,190
Ca5Au4,13
KCaEr2CuS5,62
Mg6CrCuO8,121
Dy20In40Rh19,113
Mn21O40,4
Li9Co7O16,0
Mg3V2O7,35
K10Ge18WO4,13
MgNi2P,61
LiV2OF7,6
Sm3(Al3Ru)4,191
SiO2,0
CrCo4SbO8,11
La2Ti2O7,32
SrRuO3,73
LiVCrP2(O4F)2,0
SmIn2Cu9,125
Mg14MnBi,37
Al4Si2Ni13(SbO14)2,11
Mg6ZnBi,37
Fe2PO5,14
Ca4In2N,139
Hf2CuRe,219
LiV(PO4)2,11
HoEr,184
Rb8Mn5O10,13
Ca(InS2)2,73
SrAlSi5N7O2,0
K6Na3GaSb4,191
Li2FeP2O7,14
Zn3BPO7,7
Na2Y2Ga2SiS5O24,0
CeCuSi2Ni,117
MgMn2O4,19
Li2Fe2SiO6,20
Li3Fe(PO4)2,0
Li2GeF6,134
ScMnSi2,54
CsRb2TiF6,219
MgMn4ZnS8,11
Li12MnFe3P4(CO7)4,5
Ni2SbTe,184
Li3MnPCO7,0
Ca2VBiO6,35
GdFe11W,43
Sm(CuTe)3,146
Ca(NdS2)2,120
V6O7F5,4
FeH12(NF2)3,18
Li5Fe2P2(CO7)2,3
La6Zr8F47,4
NaCdPd2,219
Li3Co2Si3O10,8
KFeH5(SO5)2,0
Nb4Cr7Si8,61
PmY,184
Y2Te3,69
Mg2AgRh,219
K2Nb4Fe2O13,11
NaTi3O6,13
CsY10(C2I9)2,1
Na2Ti3O7,10
ErCo5Si3,173
Ce3Th3O11,5
U2NiC3,61
LiCa3As2H,61
Rb8Zr(MoO4)6,11
TbCeO4,210
Cs3GdCl6,219
Tm4CuGe8,24
ScTlP2S7,4
Ca(Ni2B)6,164
K4Li3Nb18P12(WO42)2,5
Ca3SiO5,158
Cl2O7,14
Ca(NiO2)2,154
SrLaNiO4,62
Tm3B5O12,52
MgFe4(PO3)12,0
BaLiCaVP2O9,13
Tb5Ga3,138
Li4TiCu3(PO4)4,5
V2NiSe4,11
Cd5Si2PO12,61
Na8Ca3Sn(PO4)6,141
YGa2,188
Li2Ti7Nb6O30,141
LaGaPd2,61
U2CS,164
KUP3O11,10
Li2AlCoO4,19
Ba(As3Ru)4,201
Pr3MoO7,18
Na2NdPCO7,10
LiHfPt2,219
BaSrDySbO6,15
Li3MgPCO7,10
Ti2CuS4,164
Mn2ZnO4,7
KNO3,13
Li2TiFeO4,0
NaNd4I7N2,32
YbAs,219
Cd(PN2)2,179
CsNpMoO6,13
Sm14Ag51,171
Cr2Te(PO4)3,165
Tl2P4Pd3O14,73
Na2HfN2,162
TbSnGe,62
Li2AcPb,219
MgAlAg2,219
ScNi3,191
Li2VBO4,13
BaMnFeF7,13
Er2Co3Si5,71
Sr2LiTeO6,126
LuNiGe2,70
Cs3Cu5O4,13
KCu4Se3,121
Yb2PbAu2,125
RbPbBr3,62
Mn2P4O13,14
LiIO3,170
MnF3,14
VP(HO)9,1
LiMg2In,219
Eu3Rh4Pb13,217
Ba8Bi4O17,0
Rb2RuO4,61
LiTb5Sn3,190
K2Mo(I2O7)2,14
Mg(CuO2)2,158
Er4CdNi,210
Li2MnVP2(HO5)2,0
Mg14NiSb,184
Li8Fe7O15,11
Na14Zr4In4Si9(SO16)3,0
U4Be2C5,11
Sr6Nb7O21,146
TlCr2FeO8,61
Sr(GeRu)2,137
BaSr4,164
MgTi2ZnO6,144
CaLaVFeO6,6
Ag2SnO3,179
K2Be3Zn2F12,195
Tb2S3,61
CeIn5Ir,121
Li2Si3Ni2O9,143
NbVO4,14
NiGeH12(OF)6,146
CsCoH24(SO10)2,202
SrCu9Sn4,138
TbAgAs2,61
Sb16Te3,164
NaGa4,137
SmCo4Cu,184
Nd4Ga2S5O4,60
Dy2(Al3Ir)3,62
UPO5,63
CoH22C3(N3O4)2,57
Li3V2(PO4)3,17
NaScTa(PO4)3,159
Li3V3P8O29,0
PrCd2Cu9,125
ErTmHg2,219
V2B3,62
Cu3P8(S2Cl)3,61
NdMgPt,186
Sr3CaMn2O8,97
La16Al13,186
SmGaPd,61
K3HgN5O11,61
Li6Fe3Sn(PO4)6,0
Al(HO)3,3
BaSn2,162
ZrAlNi2,219
LiEu2CI3N2,221
BaAsAu,191
Yb2Ce8O19,113
Cs2AlGaH6,219
HfHg3(SeCl3)2,13
Sb2(PSe3)3,13
U6Al43Cr4,190
YMnCo,73
LiV2(CO3)4,0
Rb2AlInCl6,219
Sr2V3O9,0
V2OF6,0
Sc2H5,58
RbB3Te2O9,12
Ca6Si2H6O13,145
ZrUN2,139
MgInPd2,219
Bi2(SO4)3,14
SrMg,121
Rb2VCuS4,69
Li4Mn3O7,1
YScO2,164
U3Ni3Bi4,214
NaSb2H2OF7,13
Li2P2H2O7,164
NaPmTl2,219
Cs2InGaF6,219
Dy(SiIr)2,127
Li3Fe2(CoO4)2,1
Tm2Mn12P7,171
CaCO3,14
Li2CrO3,14
MgPb2WO6,219
MgMn2(GeO3)4,4
LiMn(PO4)2,13
CoH21C2N6Cl2O5,18
LiInSe2,120
Cs2KAsCl6,219
Li9Mn2Co5O16,7
KGeBiS4,13
Ba4Sn3O10,63
Ce4SmO10,86
YbSnIr,186
BaUTe6,13
Mg2ScCr3S8,164
YZn3,61
LaCeAl2O6,121
SrV3O7,58
Li3V3P8O29,8
Si2Ni7P5,59
SmTiFe11,43
Rb2SbN2(O2F)3,3
K4Ge2B8H2O19,14
Li6Sm(BO3)3,13
Sn4Te5Pb,137
NbTlCl4O,60
LiSiSbCO7,3
CeNiAs,184
Li6NbCo3(PO4)6,0
MgCuO2,10
HoPbAu,210
K15Nd7Zr9(PO4)24,0
Ca2YFe3(SnO6)2,0
SmErZn2,219
Lu2GaCu,219
CuI,162
CsNdS2,191
Ba(H8O5)2,14
Mn3Fe(PO4)4,5
Nb4B3C2,62
SiO2,13
LiMg6TiO8,121
Li3V3(BO5)2,1
Li2Mn2(SO4)3,14
LiMn2O3F,43
LiCr2P2O9,61
Na3YIn(PO4)3,0
Li4Co3NiO8,0
K2TeH10(NO7)2,13
LiFe2(PO4)2,6
Na4H6Ru,165
KLiDyF5,13
U7Te12,171
Li3BN2,13
HoGa2,188
Eu(BIr)4,85
Cs4U(Ge2O5)4,13
TiBi2O5,61
NiAuO2,191
NbSe2,37
YbNdAg2,219
MnPO4,42
KBaPrWO6,47
Li2V(PO4)2,8
LiMn2(PO4)3,14
Sn2H22S6N4O3,91
YbRh2Pb,219
Na2Nb2Ga6Si3(S3O16)3,0
BaH2Br2O7,14
Ca2Sn5Pt3,61
Ce3AsS3,195
Cs8Tl8O,146
LiPaRu2,219
CdH4NCl3,61
Pr2EuS4,120
Eu2GeS4,10
NbCr3(CuS4)2,16
Na9Cr2(H9O7)3,1
Ca5Ir,61
Cs3Ag(AsSe2)4,14
Hf2N2O,0
H5C2NO4,13
Er2Mn3Si5,126
Hf9Re4Se,191
HoErCd2,219
GdInPt2,191
Rb3AgSn3Se8,123
CaNb2Te4Cl10O,0
Na10SrSn12,211
Li12Nb14ZnO42,0
Rb4Ta2S11,28
Li7VN4,212
ThNiGe2,62
RbTb3F10,219
HoCo3,164
SrCaMnO4,105
ThZr2U2O10,158
Te4Mo(WSe)2,154
Tm2NiOs,219
CdI2,154
V3Sn,62
BaPdS2,62
BaSi,11
Li4CrFe3O8,1
V2O5,10
LiHo6B3O14,13
Li2Cr3O6,69
TaFeAs,61
InCuO3,158
TiMn5O12,11
In2Ir,69
Na3ScSi2O7,61
Mn3(O2F)2,0
LiFeSi3O8,1
ZnH10C4(N2O3)2,14
YTe,219
AlFePO5,13
NbNi3,137
RbAs,18
Zr10(IrPt)3,186
Cs(Bi2Te3)2,11
LiCoPO4,62
Mn2PHO3F2,61
SrGe7N10,6
Li3B(PO4)2,1
GeS2,13
SmGa3Pd,117
Mg6ZnGa,37
Na3Nb2Si3Ge2(PO8)3,0
LaFeGe3,105
Ce5(C2Br)3,11
LuNi2B2C,137
Cr22Ni50Mo3,0
ErCuSi,184
ThPSe,127
LiSn2(PO4)3,17
CaMg3(CO3)4,1
Li2Cu3F11,5
Sr(CdSb)2,162
VCuO3,7
PmAg2Pb,219
Li4TiMn(WO6)2,0
V3Fe2Te(PO4)6,144
ThSi2,139
CaGe2O5,1
HoAlPt,61
Na2Zn3Sn(SO4)6,141
Na2W2O7,3
Dy2VFeO6,13
HoScO3,61
BaAlF5,0
Cr4OF11,1
Ga2Pd5,61
InAg3,215
Li2Cu3(CO3)3,5
TbCdHg2,219
NaFe9Si6B3H3O31,158
Eu2HgSb,219
LiSn(PO3)4,14
Li3Sb11S18,0
MgFeP2O7,1
Mg14ZnGa,37
In2(TeO3)3,61
La3Ga4Cl,138
ErGe3,62
Ho(Ge2Rh3)2,184
Ba3LiRu2O9,191
Li3Mn2O5,1
EuTm2O4,61
CaGa2,191
Ce2Mn(SeO)2,113
LiGdSe2,121
Nb4CoPt3,24
Al2Pb3F12,13
LiCrPO4,13
Nd2AgIr,219
Na8Ca2Ta2Si5SO24,0
PaBr4,139
MnMoH2SeO7,1
USe2,186
Na3InAs2,13
Na3LaTi2Nb2O12,12
NdInNi,186
Li2Mn3GaO8,12
Sr3Ca5Fe4(CoO6)4,7
Nd4(LuS2)11,11
Cu2P7,11
CsErCdTe3,62
Bi(PO3)4,13
LuCu(MoO4)2,14
TbInPd2,219
Rb(AsRu)2,137
NaH2Pd3,64
Sn3As4,209
Sr(ZnP)2,162
CsMn2V2ClO7,27
Ga2HgSe4,81
Sr6Ca2Fe7CoO24,34
Li9Mn2Co5O16,0
TmCrTeO6,161
Li9(CoO4)2,28
Tb6OsI10,1
BaNaH6Ir,210
Li2V(Si2O5)3,3
Mn4OF6,135
Cs2MgH12(SO7)2,13
CsSi2HO5,61
GaPO4,150
Co21O40,81
Mn6O5F7,0
NpGa4,73
LaYbTl2,219
BaMgMnO3,43
La2UO6,70
CaSiO3,13
CsGaBP2HO9,13
Ba2CdOsO6,219
Lu2MgRu,219
BaGe6,62
HoInCo2,50
Li(Mg4Al3)4,7
Hg,68
ReCl3,164
HfH2,137
DyPd3,215
K2ReBr6,219
Mg14MnZnO16,46
Ho3SbO3,11
CaB8H4O15,3
Th2FeSi3,43
Li7Mn4CoO12,1
NaSmGeO4,61
K2ZrCdH16(CO3)8,81
Li2CoP2O7,0
Li4V2(PO4)3,59
V3(O2F)2,0
K6Al32O51,7
Na6MnO4,135
Na8MgMn2O8,0
RbAg4I5,0
HIO4,4
Li2Cr3Si3O10,14
ZrCrCu2(PO4)3,0
SrMg14Zn,184
BaCaGdSbO6,47
ErCdAg2,219
Li3CrH12(CO3)6,1
Ba2Ti6N2O11,7
Er15Fe4Ru4C25,141
Li3CrBPO7,10
TiPt3,191
Na2Ca3Ta2Ti3O15,0
KCo(PO3)3,185
Mg30TiCoO32,121
LiSbWO6,90
Ce3Co29(Si2B5)2,127
La2NiO4,137
LiCaSi2,61
Sc2TcHg,219
PuHf3,191
UPbI6,161
Co2NiO4,1
Li2P2WO8,145
Sr2EuGaCu2O7,45
Ce5(Sn5Rh2)2,125
BaSrCaSeO6,210
Sr2ZnIn,219
MgGeP2,113
Eu2Co4Si3Ge,97
Na6P4Pb3S16,158
PrPaO4,121
Na2Nb3GaSi4(SO12)2,0
CeGa2Ni3,186
MgHg5,186
LiMn3O4,11
Gd2USe5,61
Cs5Mo8P(H3O16)2,62
Nb2PbO6,158
Li9Mn2Co5O16,0
Na2Cu2Si4H4O13,1
ErIr,215
NaNO2,43
U(BH4)4,94
TiMn(PO4)2,10
CdFe4Cu10(SnSe4)5,81
Ba3P2(SeO)4,1
Li9Ni23O32,0
Rb3Mo12PO40,218
Pb4SeBr6,7
Ti(PO3)4,14
Dy2Ge6Pd,63
CeCoSb3,56
ZnNi3,137
CsAlF4,186
U2PCl11O,61
H2SeO4,3
NpAs3,137
LaB5HO10,13
Zn2GaCuSe4,158
Ce2Br5,10
Nb6(Pb2O5)5,0
PrCrO4,139
La(SiPt)2,137
Rb2Hg(BSe)9,1
K2Pd3Se4,0
Si2CN4,40
Dy6Ga19Pt3,7
Ta2RuW,219
CrSnRh2,219
MgGa5,153
Li11Cr3Fe3O16,0
Zr3Al3Ni3H2,186
EuMg,50
K4TiO4,62
Nd3Ge13Rh4,217
Na4Ca3SnP2(SO6)4,0
AlVOs2,219
Ba2US6,135
Nd3Bi(Ru2O7)2,164
SnS2,162
CuTeSeI,13
Ba3Pb(SO4)4,5
Sm6Al3Fe11,106
YCuSi,191
NaTmS2,164
Li4Fe3(OF3)2,1
Li4Cr3FeO8,164
Li3V8ZnO16,113
TaTlWO6,45
LiMn3O4,4
Li4Mn3Sb(PO4)4,5
PmN,219
GaPPd5,121
CuTeSeCl,13
K2Mn(SnSe3)2,128
MgAl2(Si3O8)2,0
CuSiRh2,219
Re3HgO9,180
Sm2S2O,13
Y(PO3)3,13
Li3BiS3,146
Ba6Ca6Tl5Cu9O29,121
Ba3(GaS3)2,14
LiMnPO4,170
VCo2Ni,164
SbRhS,195
Na2Y4Ti4Si3(S3O16)3,0
Li2Mn(CO3)2,0
LiNb(TeO4)3,2
Sr2HfO4,54
CaNb2P2O11,14
LiAlSiO4,178
ScTaSi(SO6)2,8
K10Zn4Sn4S17,158
La3Rh2,146
Li2Cr3TeO8,183
Li3Fe2(CO3)4,3
PNO,8
NaSm(CO3)2,25
InSnBr3,0
LiZnPO4,32
EuN,219
SbF4,13
BaNa(FeAs)4,64
Lu3(CuSi)4,70
ErB3Mo,10
YMg2,221
Ti3V2Cu(PO4)6,144
NdOF,210
Tb(PPd)2,137
Ta2BiO6F,73
ZnP2H6O5,13
Ba5Y8Zn4O21,86
Na4Sn2C4SO16,69
V2C,162
Li4MnSn(WO6)2,0
Li4V2SiGeO10,48
Pr2Mn3(SbS3)4,11
Li2V2Sn(PO4)3,4
Zn2Ge3O8,206
Mg3(AsO4)2,13
PrGa6,123
NbFe3Ni2(PO4)6,144
Na3SbS4,211
CoHgH18Br4N6Cl,13
NaHg3,219
FeTe6O13,146
Ca2ZnGa3,7
TbYbPd2,219
GaPO4,19
Pu2B6Os,54
CoS2,221
K2TlRhF6,219
Ho3Lu,191
LuCoSi,61
Ce2SbS5Br,61
Cr2Bi28O47,0
ErCdHg2,219
Ca10Ti8NbAl(SiO5)10,1
Pr2TiO5,61
TiPOs,186
Ho3Ir,61
BaNaTbWO6,210
Li6V5SbO12,11
La2Mn3CuGe4,113
Cr3GeN,111
Rb2SbF5,61
Ho2(WO4)3,14
Na5CoCO5,24
WO3,59
TiTl2(GeO3)3,173
Sc2CdAu,219
Mg3B(HO2)3,173
NdTeCl,127
Ho2RuRh,219
Na9(WO3)16,11
Na5(WO3)14,70
BiSbS3,61
Sr5In3,138
Ge3(BiO3)4,214
Fe10OF19,0
GdAsO3,13
Ac2Mg,11
TlH(CO2)2,13
Ba3Te4O11,1
Bi2Pt3Se2,196
NaSm9Si6(SO12)2,141
Zn2Te15(H3N)8,13
Pr3Sn5Au6,58
MgZn,215
Hg5(BrO2)2,71
Li6Bi2O7,13
Li7V3P8O29,0
Sr7Mg8(P4O15)3,11
Li5Fe5Si7O24,0
Bi2TeSe2,158
SrEuZr2O6,121
Na2BiO3,11
Ti2MnRu,219
Li7Mn5O12,1
Er6Zn23Ge,219
Na2Nb4Se4O19,1
SrCa2WN4,60
SmGd(MnNi4)2,24
SrMnFeBiO6,144
Cs2NpBr6,219
NiAgO2,191
Ba3LaIr2O9,14
MgV4As2O13,0
Zr6FeCl14,63
Ba2YCu3O7,46
MgCo3NiO8,164
NaLaZn(SO4)3,159
Ho6CoTe2,186
LiCo2OF3,5
Li4SiO4,0
ScZn10(B4Rh9)2,125
AlNi4Ge,25
Li5VO3F2,7
NiTe2,202
La2Th5O13,158
H4BrN,209
SrIn5,188
Li9Mn7O16,1
C,164
Y2S3,10
Ba20As13,42
SrTlVO4,18
LiCo(CO3)2,11
LiB6C,37
LiMg2Mn3O8,158
Ba4Y2Cu5PdO14,46
K7(FeTe2)4,59
Mn3Cu3O8,164
Cs3GaP2,13
RbLi2Ga2(BO3)3,12
Sc4Si7Ni12,70
Y7Rh3,183
Mg5(Si8Pd5)2,210
CaCu2(MoO4)2,13
Y3Tl5,62
Ba6Ti5S15O,19
Mg3ScZn8,154
Nd3SbO7,62
Li2GeF6,148
NaGd3Ti2(SbO7)2,12
YCuGe,184
Cd(CoO2)2,58
Na2Ca4ZrNbSi4O17F,3
CsGaP3HO10,12
Na3Co6Ag(P2O7)4,0
Ca4MnFe3(SiO3)10,0
FePO4,32
U6Al43V4,190
NaMgMn4O8,11
BaO,191
Sr2NdGaCu2O7,0
BaY2O4,61
Bi2BrClO2,97
Mn7O7F,154
Rb7NaSi8,202
La2MnCrO6,1
Cr4GaCuS8,210
Tl2Au,138
Hf2N2O,0
Tm5Tl3,190
K3ClO,37
Ba5Hf2N6,14
BaEr2CuO5,61
Mg16Al12Tl,158
Ca2VP3O11,13
MnF2,209
FeMo2,68
PrSbMo2O9,14
Na3GeSe3,13
HoAu6,136
Ca2Mg,11
Eu(GaGe2)2,62
NdSmFe17N3,158
GaBi3Sb2O11,6
MgBi2O5,62
Bi2TeO2,137
Y4(Cu2O5)3,3
NdN,219
Ho2Hf2(MoO4)7,14
NaAgO,117
Yb3Pb,215
Ca(BiO2)2,11
Na2LaSiO5,61
Ce4H11,137
Ni3OF5,1
Li2Mn2FeO6,19
SrSi3Au,105
NaY3SiS7,170
CsAuSe,62
Ba6Er2Ga4O15,12
ErB2Ir3,188
Ba3InHg10,70
Ti5CuSn3,190
Mg3Sc,215
MnNbO4,117
Zr2N2O,0
TlCuAs2PbS5,1
ZrO2,61
Li(VS2)2,139
Li3Mg,137
Cs3Tl2Br9,3
Ce(SnRh)2,127
K2WO4,11
PrPbAu2,219
Na3CaZnP(SO6)2,0
MnCr2O4,221
Sr4Al6CrO16,117
Dy2Al,61
Si6Cl10O7,10
GdBiPt,210
LiFe(PO3)3,8
Na10Ta4Ti4Si11SO48,0
V6GaSn,197
DyB4,125
Li2TiSiO5,127
Na3GaP2H2O9,11
Y14Mg(ReO14)2,5
GdGeIr,61
H9BrO4,0
Er4CdS7,7
As(BrF2)3,1
Mn(SbO2)2,133
LiVCrO4,73
Na3HfGaSi(PO6)2,8
SrPrMnO4,105
K3NaSn3Se8,123
Ba3W2O9,165
BaNaCeWO6,47
Ca3(GaPt)2,56
TaAu,121
Ce3(Al3Os)4,191
HfBi,62
MgTeWO6,144
Sr(NiO2)4,11
NaMnPCO7,3
Cd(AuF4)2,122
BaSrCeZrO6,15
Eu(AsPd)2,7
SrZnAsHO5,18
K2NaSbF6,219
Cu2GeSe3,43
BaLiCoF6,13
Li3MnF5,0
NpSe3,10
CdIBr,158
LiNi2(PO3)5,10
Ce(CuSn)2,127
LiMg30WO32,121
Na3AlGa(PO4)3,0
YMg14Cu,184
Na2Zr4Zn4SiS11O48,0
SmScO3,61
ThSe3,10
Ca5Sc2(CoO6)2,2
Sr16Fe16O47,137
ErWC2,61
Mg4SiSn,164
Li3MnFeCo(PO4)3,5
Ce3Pt2,146
HoSnIr,186
Cs2O,61
Ca3Mg2(AsO4)3,224
SrAgBi,191
Zr2Mo(PO6)2,59
Ca3Fe6(SnO8)2,5
BaYI5,14
Li7Mn2(CoO4)3,1
CoP4(H5O8)2,1
SmBi3(Ru2O7)2,164
CaLaCrMoO6,6
Li5TiN3,0
Al(NiO2)2,221
CdAg2SnS4,5
Na3ZrNi(PO4)3,0
Li6V3Sb3O16,7
Sr2Ca2TiMn3O10,0
CeSe2,25
LaH24C3N3(Cl2O)3,61
Mg2Nb2CoO8,14
MgZn2,191
Nb5Ge4,61
Na7Zr6F31,144
K2Cu5TeS3O19,10
Eu3(B3Rh4)2,68
CsTb2Cl7,61
LiFeP2O7,14
LiSb(PO4)2,10
Be4B,127
Li2Fe2Si8O19,0
LiBeBO3,1
Ca2Sn,219
Mg2Mn3InS8,164
LiFePO4,1
Ca4Co3Si8NiO24,0
Ga2HgTe4,119
Na6Sc3NbSi4(SO12)2,0
MnCuNiSn,210
CaTiNi(PO4)3,159
BaMg2V6(Cu4O13)2,5
Cu10Bi25O48,74
NdGaCo4,188
CsF,219
ZrNi3,191
LaGeI,162
Zr5AlSn3,190
Zr12Si2Bi2P16PbO72,0
Na3Ca3TiPS5O24,0
Cs2Ba2O3,13
Rb2SbAuS4,56
In3Bi,215
Ba3Sr5Co2(CuO4)6,5
LiGd2Tl,219
LiLuPt2,219
Ti2P2SO12,8
Na14Mg4Ti4Si7S5O48,0
MgCu3,137
Fe3Ni2Sb(PO4)6,144
NaSm2Se3,14
LiHS,133
Er2CuTc,219
Sm(BRu)4,140
TmSnRu2,219
Dy(CuSe)3,146
Ca2Al2Si(HO4)2,119
Ca(BRh)2,69
NaMn2V3(PbO6)2,140
VP3(Pb3O8)2,0
Ca2AgRh,219
YBi2IO4,121
Sm4In21Pd10,11
Li3PS4,61
Tl3Cd2I7,54
CaV3P3O13,10
La5RuPb3,190
AcInAg2,219
EuIO,127
ThCrSb3,56
VF4,6
TmInCu4,210
Li5Fe5O12,0
Li4V3OF11,0
Rb(MoS)9,173
PH3CS3,13
CsV(NO4)2,18
Ce2Si2Sn,125
Cr2CoP3,5
Li2V2P2O11,17
Nb10(SnGe)3,41
V2OF5,152
BaGdCl5,14
SnH6C(NCl)3,60
Ga3Pb,219
NdH12(ClO2)3,12
LiHf2Re,219
Li3Tl2Cd,121
Cs6K3GaSb4,191
Na2Mn2O3,13
MnV3(PO4)6,144
Na3YZnP2SO12,8
LuNiSn2,61
Na6MgZr7Si6(SO8)6,0
ScRu2,191
KNdS2,164
ReH8(I3N)2,126
CuH8(ClO5)2,60
Li6MnV3(PO4)6,0
Sr3LaCl9,6
U2AlFe3,164
In11S16,113
Pr(Al2Cr)4,137
NbCrS5,10
Pr2Si3Pd,188
KMn2O4,1
Li3V3P8O29,0
Rh2O3,59
Sr2YCu2AgO7,45
V(CrS2)2,11
Sr2MoO4,137
Ti3Sn7O20,64
SrPrGaCuO5,8
TiSnRh,210
ZnS,183
Na3YZrSi(PO6)2,8
La2YC6,11
CsClO3,158
NaNbO3,62
LiCuS,191
InCuTe2,120
Dy5(In2Pd)2,54
BaSrI4,51
Mg2IrPt,219
